id,Date/time-south,Temperature[C]-south-glass,Humidity[%rH]-south-glass,Date/time-west,Temperature[C]-west-glass,Humidity[%rH]-west-glass,Date/time-east,Temperature[C]-east-glass,Humidity[%rH]-east-glass,Date/time-north,Temperature[C]-north-glass,Humidity[%rH]-north-glass
1398,6/1/2024 4:14:00 PM,45.40,8.60,6/1/2024 4:27:00 PM,56.70,6.80,6/1/2024 4:25:00 PM,45.00,10.60,6/1/2024 4:03:00 PM,58.10,5.70
1399,6/1/2024 5:14:00 PM,43.70,14.50,6/1/2024 5:27:00 PM,55.50,9.30,6/1/2024 5:25:00 PM,43.30,15.50,6/1/2024 5:03:00 PM,56.20,8.70
1400,6/1/2024 6:14:00 PM,41.10,25.00,6/1/2024 6:27:00 PM,45.20,24.00,6/1/2024 6:25:00 PM,39.70,30.60,6/1/2024 6:03:00 PM,48.00,17.80
1401,6/1/2024 7:14:00 PM,37.30,39.70,6/1/2024 7:27:00 PM,36.90,43.70,6/1/2024 7:25:00 PM,35.20,46.50,6/1/2024 7:03:00 PM,37.30,41.20
1402,6/1/2024 8:14:00 PM,35.70,42.60,6/1/2024 8:27:00 PM,35.50,45.70,6/1/2024 8:25:00 PM,33.50,49.40,6/1/2024 8:03:00 PM,34.80,46.80
1403,6/1/2024 9:14:00 PM,34.80,44.70,6/1/2024 9:27:00 PM,34.70,44.20,6/1/2024 9:25:00 PM,32.80,47.60,6/1/2024 9:03:00 PM,33.70,46.80
1404,6/1/2024 10:14:00 PM,34.20,45.70,6/1/2024 10:27:00 PM,33.90,45.90,6/1/2024 10:25:00 PM,32.40,51.00,6/1/2024 10:03:00 PM,33.10,47.80
1405,6/1/2024 11:14:00 PM,33.60,47.10,6/1/2024 11:27:00 PM,33.30,46.90,6/1/2024 11:25:00 PM,32.00,51.90,6/1/2024 11:03:00 PM,32.20,51.50
1406,6/2/2024 12:14:00 AM,33.20,45.50,6/2/2024 12:27:00 AM,32.40,49.00,6/2/2024 12:25:00 AM,31.10,54.70,6/2/2024 12:03:00 AM,31.40,50.00
1407,6/2/2024 1:14:00 AM,32.30,50.10,6/2/2024 1:27:00 AM,31.60,51.60,6/2/2024 1:25:00 AM,30.20,56.70,6/2/2024 1:03:00 AM,30.40,57.20
1408,6/2/2024 2:14:00 AM,31.80,46.20,6/2/2024 2:27:00 AM,31.10,48.80,6/2/2024 2:25:00 AM,29.60,53.70,6/2/2024 2:03:00 AM,29.90,52.70
1409,6/2/2024 3:14:00 AM,31.30,42.80,6/2/2024 3:27:00 AM,30.60,44.40,6/2/2024 3:25:00 AM,29.20,48.10,6/2/2024 3:03:00 AM,29.60,49.80
1410,6/2/2024 4:14:00 AM,30.90,41.10,6/2/2024 4:27:00 AM,30.10,42.30,6/2/2024 4:25:00 AM,28.90,45.40,6/2/2024 4:03:00 AM,28.90,46.50
1411,6/2/2024 5:14:00 AM,30.80,31.60,6/2/2024 5:27:00 AM,30.10,32.80,6/2/2024 5:25:00 AM,29.10,33.50,6/2/2024 5:03:00 AM,29.00,36.70
1412,6/2/2024 6:14:00 AM,31.00,30.20,6/2/2024 6:27:00 AM,31.20,33.10,6/2/2024 6:25:00 AM,35.80,29.10,6/2/2024 6:03:00 AM,30.00,32.50
1413,6/2/2024 7:14:00 AM,31.80,27.30,6/2/2024 7:27:00 AM,34.40,25.90,6/2/2024 7:25:00 AM,55.50,13.00,6/2/2024 7:03:00 AM,35.20,24.70
1414,6/2/2024 8:14:00 AM,33.60,22.40,6/2/2024 8:27:00 AM,37.80,20.10,6/2/2024 8:25:00 AM,68.20,6.00,6/2/2024 8:03:00 AM,35.20,21.70
1415,6/2/2024 9:14:00 AM,35.90,21.90,6/2/2024 9:27:00 AM,40.00,19.40,6/2/2024 9:25:00 AM,68.60,6.60,6/2/2024 9:03:00 AM,37.50,19.90
1416,6/2/2024 10:14:00 AM,38.10,23.50,6/2/2024 10:27:00 AM,41.00,21.70,6/2/2024 10:25:00 AM,68.80,7.60,6/2/2024 10:03:00 AM,39.30,22.10
1417,6/2/2024 11:14:00 AM,50.60,16.30,6/2/2024 11:27:00 AM,41.60,21.90,6/2/2024 11:25:00 AM,62.90,9.10,6/2/2024 11:03:00 AM,40.80,21.40
1418,6/2/2024 12:14:00 PM,43.00,25.30,6/2/2024 12:27:00 PM,41.90,25.10,6/2/2024 12:25:00 PM,45.20,22.10,6/2/2024 12:03:00 PM,42.10,29.30
1419,6/2/2024 1:14:00 PM,41.10,32.30,6/2/2024 1:27:00 PM,50.80,20.70,6/2/2024 1:25:00 PM,43.00,30.20,6/2/2024 1:03:00 PM,42.80,30.20
1420,6/2/2024 2:14:00 PM,41.60,32.50,6/2/2024 2:27:00 PM,56.30,18.20,6/2/2024 2:25:00 PM,42.40,33.90,6/2/2024 2:03:00 PM,52.00,21.30
1421,6/2/2024 3:14:00 PM,42.30,31.40,6/2/2024 3:27:00 PM,57.30,16.60,6/2/2024 3:25:00 PM,42.30,32.60,6/2/2024 3:03:00 PM,54.30,16.30
1422,6/2/2024 4:14:00 PM,41.50,35.60,6/2/2024 4:27:00 PM,55.60,19.60,6/2/2024 4:25:00 PM,41.60,37.50,6/2/2024 4:03:00 PM,53.40,22.50
1423,6/2/2024 5:14:00 PM,39.50,43.50,6/2/2024 5:27:00 PM,51.00,24.10,6/2/2024 5:25:00 PM,39.90,40.30,6/2/2024 5:03:00 PM,50.20,27.10
1424,6/2/2024 6:14:00 PM,38.10,47.10,6/2/2024 6:27:00 PM,42.80,39.00,6/2/2024 6:25:00 PM,37.10,51.40,6/2/2024 6:03:00 PM,44.90,35.00
1425,6/2/2024 7:14:00 PM,35.40,60.20,6/2/2024 7:27:00 PM,35.20,63.20,6/2/2024 7:25:00 PM,33.70,68.10,6/2/2024 7:03:00 PM,35.60,60.60
1426,6/2/2024 8:14:00 PM,33.90,63.70,6/2/2024 8:27:00 PM,34.00,66.60,6/2/2024 8:25:00 PM,32.20,70.90,6/2/2024 8:03:00 PM,33.20,67.10
1427,6/2/2024 9:14:00 PM,33.10,67.80,6/2/2024 9:27:00 PM,33.20,71.40,6/2/2024 9:25:00 PM,31.50,76.30,6/2/2024 9:03:00 PM,32.50,70.70
1428,6/2/2024 10:14:00 PM,32.40,71.00,6/2/2024 10:27:00 PM,32.40,74.90,6/2/2024 10:25:00 PM,30.90,80.20,6/2/2024 10:03:00 PM,31.90,74.70
1429,6/2/2024 11:14:00 PM,31.80,71.50,6/2/2024 11:27:00 PM,31.80,72.10,6/2/2024 11:25:00 PM,30.50,78.70,6/2/2024 11:03:00 PM,31.20,77.40
1430,6/3/2024 12:14:00 AM,31.40,77.20,6/3/2024 12:27:00 AM,31.30,78.90,6/3/2024 12:25:00 AM,30.00,86.80,6/3/2024 12:03:00 AM,30.60,81.50
1431,6/3/2024 1:14:00 AM,30.80,80.10,6/3/2024 1:27:00 AM,30.70,81.20,6/3/2024 1:25:00 AM,29.40,89.60,6/3/2024 1:03:00 AM,30.00,87.90
1432,6/3/2024 2:14:00 AM,30.20,81.70,6/3/2024 2:27:00 AM,30.00,82.30,6/3/2024 2:25:00 AM,28.70,90.70,6/3/2024 2:03:00 AM,29.20,87.30
1433,6/3/2024 3:14:00 AM,29.70,82.10,6/3/2024 3:27:00 AM,29.40,82.70,6/3/2024 3:25:00 AM,28.20,90.50,6/3/2024 3:03:00 AM,28.70,87.40
1434,6/3/2024 4:14:00 AM,29.20,81.40,6/3/2024 4:27:00 AM,28.90,82.70,6/3/2024 4:25:00 AM,27.60,90.30,6/3/2024 4:03:00 AM,28.10,87.70
1435,6/3/2024 5:14:00 AM,28.90,81.50,6/3/2024 5:27:00 AM,28.60,83.00,6/3/2024 5:25:00 AM,27.40,91.40,6/3/2024 5:03:00 AM,27.70,89.10
1436,6/3/2024 6:14:00 AM,28.90,80.40,6/3/2024 6:27:00 AM,29.50,79.60,6/3/2024 6:25:00 AM,33.60,71.70,6/3/2024 6:03:00 AM,28.40,84.70
1437,6/3/2024 7:14:00 AM,29.70,74.60,6/3/2024 7:27:00 AM,32.20,68.30,6/3/2024 7:25:00 AM,52.60,30.50,6/3/2024 7:03:00 AM,33.10,65.30
1438,6/3/2024 8:14:00 AM,31.00,69.40,6/3/2024 8:27:00 AM,34.50,60.20,6/3/2024 8:25:00 AM,62.40,18.70,6/3/2024 8:03:00 AM,32.50,65.60
1439,6/3/2024 9:14:00 AM,32.80,61.00,6/3/2024 9:27:00 AM,36.30,53.10,6/3/2024 9:25:00 AM,64.30,15.60,6/3/2024 9:03:00 AM,34.10,58.30
1440,6/3/2024 10:14:00 AM,35.40,49.00,6/3/2024 10:27:00 AM,38.00,44.30,6/3/2024 10:25:00 AM,65.00,13.10,6/3/2024 10:03:00 AM,36.30,47.40
1441,6/3/2024 11:14:00 AM,48.60,25.90,6/3/2024 11:27:00 AM,39.30,37.00,6/3/2024 11:25:00 AM,61.10,13.00,6/3/2024 11:03:00 AM,38.40,40.50
1442,6/3/2024 12:14:00 PM,42.20,26.80,6/3/2024 12:27:00 PM,40.80,28.90,6/3/2024 12:25:00 PM,44.70,20.90,6/3/2024 12:03:00 PM,40.50,30.40
1443,6/3/2024 1:14:00 PM,40.60,36.30,6/3/2024 1:27:00 PM,48.00,27.70,6/3/2024 1:25:00 PM,42.20,35.30,6/3/2024 1:03:00 PM,41.80,34.50
1444,6/3/2024 2:14:00 PM,39.30,42.80,6/3/2024 2:27:00 PM,50.30,26.90,6/3/2024 2:25:00 PM,40.20,43.00,6/3/2024 2:03:00 PM,48.20,28.70
1445,6/3/2024 3:14:00 PM,39.60,42.40,6/3/2024 3:27:00 PM,50.80,25.70,6/3/2024 3:25:00 PM,39.80,43.10,6/3/2024 3:03:00 PM,50.10,26.20
1446,6/3/2024 4:14:00 PM,39.40,43.10,6/3/2024 4:27:00 PM,52.10,23.40,6/3/2024 4:25:00 PM,39.60,44.10,6/3/2024 4:03:00 PM,51.90,25.20
1447,6/3/2024 5:14:00 PM,38.50,43.00,6/3/2024 5:27:00 PM,49.60,26.10,6/3/2024 5:25:00 PM,39.00,44.90,6/3/2024 5:03:00 PM,51.50,24.40
1448,6/3/2024 6:14:00 PM,36.90,48.30,6/3/2024 6:27:00 PM,45.40,31.60,6/3/2024 6:25:00 PM,36.40,51.70,6/3/2024 6:03:00 PM,46.60,30.90
1449,6/3/2024 7:14:00 PM,35.00,53.20,6/3/2024 7:27:00 PM,35.80,51.90,6/3/2024 7:25:00 PM,33.90,56.80,6/3/2024 7:03:00 PM,36.70,49.10
1450,6/3/2024 8:14:00 PM,33.70,56.60,6/3/2024 8:27:00 PM,34.10,54.60,6/3/2024 8:25:00 PM,32.60,63.70,6/3/2024 8:03:00 PM,33.60,57.40
1451,6/3/2024 9:14:00 PM,33.00,59.10,6/3/2024 9:27:00 PM,33.40,57.90,6/3/2024 9:25:00 PM,32.20,64.30,6/3/2024 9:03:00 PM,32.80,61.00
1452,6/3/2024 10:14:00 PM,32.60,62.80,6/3/2024 10:27:00 PM,33.00,63.20,6/3/2024 10:25:00 PM,31.90,67.20,6/3/2024 10:03:00 PM,32.60,64.40
1453,6/3/2024 11:14:00 PM,32.20,65.90,6/3/2024 11:27:00 PM,32.40,65.00,6/3/2024 11:25:00 PM,31.50,69.60,6/3/2024 11:03:00 PM,32.20,66.50
1454,6/4/2024 12:14:00 AM,31.80,66.10,6/4/2024 12:27:00 AM,31.90,66.30,6/4/2024 12:25:00 AM,31.00,70.90,6/4/2024 12:03:00 AM,31.60,69.60
1455,6/4/2024 1:14:00 AM,31.50,63.40,6/4/2024 1:27:00 AM,31.60,63.30,6/4/2024 1:25:00 AM,30.70,67.60,6/4/2024 1:03:00 AM,31.20,65.80
1456,6/4/2024 2:14:00 AM,31.20,65.20,6/4/2024 2:27:00 AM,31.00,66.40,6/4/2024 2:25:00 AM,30.10,71.40,6/4/2024 2:03:00 AM,30.50,68.60
1457,6/4/2024 3:14:00 AM,30.70,67.40,6/4/2024 3:27:00 AM,30.50,69.30,6/4/2024 3:25:00 AM,29.50,73.40,6/4/2024 3:03:00 AM,29.90,71.70
1458,6/4/2024 4:14:00 AM,30.20,71.40,6/4/2024 4:27:00 AM,30.00,72.80,6/4/2024 4:25:00 AM,29.00,78.10,6/4/2024 4:03:00 AM,29.30,76.20
1459,6/4/2024 5:14:00 AM,29.70,74.00,6/4/2024 5:27:00 AM,29.40,75.30,6/4/2024 5:25:00 AM,28.40,80.80,6/4/2024 5:03:00 AM,28.80,79.20
1460,6/4/2024 6:14:00 AM,29.70,72.40,6/4/2024 6:27:00 AM,30.30,71.20,6/4/2024 6:25:00 AM,33.60,65.70,6/4/2024 6:03:00 AM,29.50,75.20
1461,6/4/2024 7:14:00 AM,30.20,70.70,6/4/2024 7:27:00 AM,32.50,64.70,6/4/2024 7:25:00 AM,50.10,33.10,6/4/2024 7:03:00 AM,33.20,61.90
1462,6/4/2024 8:14:00 AM,31.30,65.30,6/4/2024 8:27:00 AM,34.90,55.40,6/4/2024 8:25:00 AM,61.60,18.50,6/4/2024 8:03:00 AM,33.20,60.80
1463,6/4/2024 9:14:00 AM,33.40,53.20,6/4/2024 9:27:00 AM,37.20,44.70,6/4/2024 9:25:00 AM,64.20,13.30,6/4/2024 9:03:00 AM,35.30,48.40
1464,6/4/2024 10:14:00 AM,36.10,42.60,6/4/2024 10:27:00 AM,39.00,37.70,6/4/2024 10:25:00 AM,66.10,11.90,6/4/2024 10:03:00 AM,37.80,39.90
1465,6/4/2024 11:14:00 AM,48.60,26.20,6/4/2024 11:27:00 AM,40.60,33.40,6/4/2024 11:25:00 AM,60.40,12.80,6/4/2024 11:03:00 AM,40.10,34.10
1466,6/4/2024 12:14:00 PM,40.50,38.90,6/4/2024 12:27:00 PM,38.80,45.60,6/4/2024 12:25:00 PM,43.40,36.70,6/4/2024 12:03:00 PM,40.20,41.30
1467,6/4/2024 1:14:00 PM,38.00,49.10,6/4/2024 1:27:00 PM,44.30,37.50,6/4/2024 1:25:00 PM,40.10,45.50,6/4/2024 1:03:00 PM,39.20,47.80
1468,6/4/2024 2:14:00 PM,38.00,51.00,6/4/2024 2:27:00 PM,55.50,24.50,6/4/2024 2:25:00 PM,39.00,50.20,6/4/2024 2:03:00 PM,48.30,32.80
1469,6/4/2024 3:14:00 PM,38.60,49.00,6/4/2024 3:27:00 PM,55.30,23.60,6/4/2024 3:25:00 PM,38.90,50.70,6/4/2024 3:03:00 PM,52.30,27.20
1470,6/4/2024 4:14:00 PM,38.10,49.90,6/4/2024 4:27:00 PM,56.30,22.30,6/4/2024 4:25:00 PM,38.10,53.10,6/4/2024 4:03:00 PM,52.50,26.50
1471,6/4/2024 5:14:00 PM,37.00,51.30,6/4/2024 5:27:00 PM,53.20,24.10,6/4/2024 5:25:00 PM,37.60,52.40,6/4/2024 5:03:00 PM,50.50,27.60
1472,6/4/2024 6:14:00 PM,36.60,51.70,6/4/2024 6:27:00 PM,44.70,33.60,6/4/2024 6:25:00 PM,36.30,54.40,6/4/2024 6:03:00 PM,46.30,32.70
1473,6/4/2024 7:14:00 PM,35.10,55.40,6/4/2024 7:27:00 PM,36.60,48.90,6/4/2024 7:25:00 PM,34.30,60.40,6/4/2024 7:03:00 PM,36.70,51.50
1474,6/4/2024 8:14:00 PM,34.20,58.20,6/4/2024 8:27:00 PM,35.10,54.00,6/4/2024 8:25:00 PM,33.40,63.10,6/4/2024 8:03:00 PM,34.50,56.80
1475,6/4/2024 9:14:00 PM,33.80,56.20,6/4/2024 9:27:00 PM,34.40,52.40,6/4/2024 9:25:00 PM,33.60,57.60,6/4/2024 9:03:00 PM,33.70,57.30
1476,6/4/2024 10:14:00 PM,33.70,57.60,6/4/2024 10:27:00 PM,34.00,57.00,6/4/2024 10:25:00 PM,33.40,62.90,6/4/2024 10:03:00 PM,33.40,57.80
1477,6/4/2024 11:14:00 PM,33.40,60.20,6/4/2024 11:27:00 PM,33.50,59.00,6/4/2024 11:25:00 PM,32.40,64.00,6/4/2024 11:03:00 PM,33.00,61.30
1478,6/5/2024 12:14:00 AM,32.80,61.80,6/5/2024 12:27:00 AM,32.90,64.30,6/5/2024 12:25:00 AM,31.90,70.60,6/5/2024 12:03:00 AM,32.50,63.10
1479,6/5/2024 1:14:00 AM,31.90,70.90,6/5/2024 1:27:00 AM,31.80,70.60,6/5/2024 1:25:00 AM,30.60,75.80,6/5/2024 1:03:00 AM,31.50,75.60
1480,6/5/2024 2:14:00 AM,31.30,71.80,6/5/2024 2:27:00 AM,31.10,73.20,6/5/2024 2:25:00 AM,30.00,79.70,6/5/2024 2:03:00 AM,30.70,75.10
1481,6/5/2024 3:14:00 AM,30.90,74.00,6/5/2024 3:27:00 AM,30.70,75.70,6/5/2024 3:25:00 AM,29.70,82.40,6/5/2024 3:03:00 AM,30.10,79.70
1482,6/5/2024 4:14:00 AM,30.40,77.40,6/5/2024 4:27:00 AM,30.20,77.70,6/5/2024 4:25:00 AM,29.10,84.20,6/5/2024 4:03:00 AM,29.60,82.40
1483,6/5/2024 5:14:00 AM,30.10,76.70,6/5/2024 5:27:00 AM,29.70,78.50,6/5/2024 5:25:00 AM,28.80,84.60,6/5/2024 5:03:00 AM,29.10,81.50
1484,6/5/2024 6:14:00 AM,29.90,78.00,6/5/2024 6:27:00 AM,30.40,77.30,6/5/2024 6:25:00 AM,34.20,69.20,6/5/2024 6:03:00 AM,29.50,82.00
1485,6/5/2024 7:14:00 AM,30.30,79.50,6/5/2024 7:27:00 AM,32.40,73.20,6/5/2024 7:25:00 AM,48.70,38.50,6/5/2024 7:03:00 AM,33.10,70.10
1486,6/5/2024 8:14:00 AM,31.40,67.00,6/5/2024 8:27:00 AM,34.80,58.50,6/5/2024 8:25:00 AM,62.50,19.00,6/5/2024 8:03:00 AM,33.30,65.10
1487,6/5/2024 9:14:00 AM,33.30,55.90,6/5/2024 9:27:00 AM,37.10,47.80,6/5/2024 9:25:00 AM,64.70,14.30,6/5/2024 9:03:00 AM,35.00,51.50
1488,6/5/2024 10:14:00 AM,35.60,48.90,6/5/2024 10:27:00 AM,38.30,40.50,6/5/2024 10:25:00 AM,62.50,13.80,6/5/2024 10:03:00 AM,37.20,43.00
1489,6/5/2024 11:14:00 AM,24.00,46.50,6/5/2024 11:27:00 AM,25.10,49.30,6/5/2024 11:25:00 AM,25.40,43.60,6/5/2024 11:03:00 AM,25.30,41.10
1490,6/5/2024 12:14:00 PM,41.40,42.60,6/5/2024 12:27:00 PM,38.20,50.80,6/5/2024 12:25:00 PM,40.00,44.40,6/5/2024 12:03:00 PM,36.60,56.30
1491,6/5/2024 1:14:00 PM,39.50,43.80,6/5/2024 1:27:00 PM,39.60,45.70,6/5/2024 1:25:00 PM,41.70,40.90,6/5/2024 1:03:00 PM,40.30,44.50
1492,6/5/2024 2:14:00 PM,39.00,42.30,6/5/2024 2:27:00 PM,45.00,29.40,6/5/2024 2:25:00 PM,43.60,31.00,6/5/2024 2:03:00 PM,44.60,36.00
1493,6/5/2024 3:14:00 PM,39.10,34.60,6/5/2024 3:27:00 PM,49.80,19.70,6/5/2024 3:25:00 PM,47.10,22.40,6/5/2024 3:03:00 PM,46.70,26.90
1494,6/5/2024 4:14:00 PM,38.60,34.50,6/5/2024 4:27:00 PM,50.60,19.40,6/5/2024 4:25:00 PM,42.20,27.00,6/5/2024 4:03:00 PM,47.60,22.60
1495,6/5/2024 5:14:00 PM,37.00,43.10,6/5/2024 5:27:00 PM,47.50,27.00,6/5/2024 5:25:00 PM,41.10,34.10,6/5/2024 5:03:00 PM,44.60,30.80
1496,6/5/2024 6:14:00 PM,35.00,46.80,6/5/2024 6:27:00 PM,42.00,33.50,6/5/2024 6:25:00 PM,40.30,36.10,6/5/2024 6:03:00 PM,40.10,38.10
1497,6/5/2024 7:14:00 PM,32.10,55.60,6/5/2024 7:27:00 PM,32.70,54.90,6/5/2024 7:25:00 PM,33.90,52.20,6/5/2024 7:03:00 PM,33.60,54.20
1498,6/5/2024 8:14:00 PM,30.50,56.30,6/5/2024 8:27:00 PM,31.10,55.40,6/5/2024 8:25:00 PM,32.20,53.10,6/5/2024 8:03:00 PM,31.70,56.70
1499,6/5/2024 9:14:00 PM,30.00,62.00,6/5/2024 9:27:00 PM,30.60,62.20,6/5/2024 9:25:00 PM,31.30,60.50,6/5/2024 9:03:00 PM,31.30,61.60
1500,6/5/2024 10:14:00 PM,29.40,65.90,6/5/2024 10:27:00 PM,29.80,66.30,6/5/2024 10:25:00 PM,30.60,64.70,6/5/2024 10:03:00 PM,30.60,66.20
1501,6/5/2024 11:14:00 PM,28.90,68.60,6/5/2024 11:27:00 PM,29.30,69.90,6/5/2024 11:25:00 PM,30.10,67.30,6/5/2024 11:03:00 PM,30.00,69.10
1502,6/6/2024 12:14:00 AM,28.20,70.90,6/6/2024 12:27:00 AM,28.50,71.10,6/6/2024 12:25:00 AM,29.60,68.50,6/6/2024 12:03:00 AM,29.50,71.30
1503,6/6/2024 1:14:00 AM,27.60,71.90,6/6/2024 1:27:00 AM,27.60,73.80,6/6/2024 1:25:00 AM,29.10,68.90,6/6/2024 1:03:00 AM,28.40,71.00
1504,6/6/2024 2:14:00 AM,27.20,72.50,6/6/2024 2:27:00 AM,27.00,74.20,6/6/2024 2:25:00 AM,28.70,69.30,6/6/2024 2:03:00 AM,27.80,72.10
1505,6/6/2024 3:14:00 AM,26.60,72.80,6/6/2024 3:27:00 AM,26.30,75.00,6/6/2024 3:25:00 AM,28.00,69.80,6/6/2024 3:03:00 AM,27.30,74.20
1506,6/6/2024 4:14:00 AM,25.80,71.40,6/6/2024 4:27:00 AM,25.70,72.00,6/6/2024 4:25:00 AM,27.30,66.90,6/6/2024 4:03:00 AM,26.50,71.30
1507,6/6/2024 5:14:00 AM,25.30,70.10,6/6/2024 5:27:00 AM,25.00,72.80,6/6/2024 5:25:00 AM,26.90,67.10,6/6/2024 5:03:00 AM,25.90,69.30
1508,6/6/2024 6:14:00 AM,26.50,68.60,6/6/2024 6:27:00 AM,26.50,68.60,6/6/2024 6:25:00 AM,27.40,66.00,6/6/2024 6:03:00 AM,26.10,70.00
1509,6/6/2024 7:14:00 AM,51.20,18.60,6/6/2024 7:27:00 AM,30.80,35.80,6/6/2024 7:25:00 AM,29.10,43.50,6/6/2024 7:03:00 AM,29.40,46.30
1510,6/6/2024 8:14:00 AM,63.30,9.10,6/6/2024 8:27:00 AM,32.20,32.40,6/6/2024 8:25:00 AM,31.70,34.60,6/6/2024 8:03:00 AM,32.60,32.90
1511,6/6/2024 9:14:00 AM,67.60,6.50,6/6/2024 9:27:00 AM,34.40,25.80,6/6/2024 9:25:00 AM,47.40,18.90,6/6/2024 9:03:00 AM,34.60,27.30
1512,6/6/2024 10:14:00 AM,65.80,6.10,6/6/2024 10:27:00 AM,37.00,21.20,6/6/2024 10:25:00 AM,52.70,12.50,6/6/2024 10:03:00 AM,36.70,19.90
1513,6/6/2024 11:14:00 AM,60.80,6.70,6/6/2024 11:27:00 AM,38.70,17.80,6/6/2024 11:25:00 AM,53.80,11.10,6/6/2024 11:03:00 AM,38.20,18.10
1514,6/6/2024 12:14:00 PM,44.20,15.40,6/6/2024 12:27:00 PM,39.30,25.40,6/6/2024 12:25:00 PM,42.20,21.50,6/6/2024 12:03:00 PM,39.00,22.70
1515,6/6/2024 1:14:00 PM,40.40,26.00,6/6/2024 1:27:00 PM,40.30,30.10,6/6/2024 1:25:00 PM,43.50,25.40,6/6/2024 1:03:00 PM,43.50,25.30
1516,6/6/2024 2:14:00 PM,40.00,27.10,6/6/2024 2:27:00 PM,48.90,19.90,6/6/2024 2:25:00 PM,47.50,20.70,6/6/2024 2:03:00 PM,50.10,19.20
1517,6/6/2024 3:14:00 PM,40.30,28.20,6/6/2024 3:27:00 PM,52.80,17.70,6/6/2024 3:25:00 PM,48.70,20.50,6/6/2024 3:03:00 PM,49.60,18.50
1518,6/6/2024 4:14:00 PM,39.50,27.50,6/6/2024 4:27:00 PM,54.70,16.60,6/6/2024 4:25:00 PM,43.90,25.10,6/6/2024 4:03:00 PM,57.70,12.70
1519,6/6/2024 5:14:00 PM,38.60,25.20,6/6/2024 5:27:00 PM,53.50,14.00,6/6/2024 5:25:00 PM,43.20,21.70,6/6/2024 5:03:00 PM,56.00,14.00
1520,6/6/2024 6:14:00 PM,37.60,23.20,6/6/2024 6:27:00 PM,46.40,18.00,6/6/2024 6:25:00 PM,43.50,21.10,6/6/2024 6:03:00 PM,49.60,12.50
1521,6/6/2024 7:14:00 PM,34.80,33.90,6/6/2024 7:27:00 PM,35.30,36.50,6/6/2024 7:25:00 PM,36.50,34.60,6/6/2024 7:03:00 PM,38.10,29.00
1522,6/6/2024 8:14:00 PM,32.90,51.80,6/6/2024 8:27:00 PM,32.90,54.20,6/6/2024 8:25:00 PM,34.00,48.70,6/6/2024 8:03:00 PM,34.00,43.10
1523,6/6/2024 9:14:00 PM,31.60,53.30,6/6/2024 9:27:00 PM,31.60,53.50,6/6/2024 9:25:00 PM,32.70,49.80,6/6/2024 9:03:00 PM,32.30,51.70
1524,6/6/2024 10:14:00 PM,30.80,48.30,6/6/2024 10:27:00 PM,30.50,48.80,6/6/2024 10:25:00 PM,32.00,46.60,6/6/2024 10:03:00 PM,31.30,49.80
1525,6/6/2024 11:14:00 PM,30.30,50.50,6/6/2024 11:27:00 PM,29.60,53.20,6/6/2024 11:25:00 PM,31.40,49.80,6/6/2024 11:03:00 PM,30.70,49.50
1526,6/7/2024 12:14:00 AM,29.30,50.60,6/7/2024 12:27:00 AM,28.90,53.00,6/7/2024 12:25:00 AM,30.80,49.10,6/7/2024 12:03:00 AM,30.00,51.60
1527,6/7/2024 1:14:00 AM,28.50,51.40,6/7/2024 1:27:00 AM,28.00,54.50,6/7/2024 1:25:00 AM,30.20,49.90,6/7/2024 1:03:00 AM,29.10,51.60
1528,6/7/2024 2:14:00 AM,27.90,52.80,6/7/2024 2:27:00 AM,27.50,56.90,6/7/2024 2:25:00 AM,29.70,51.90,6/7/2024 2:03:00 AM,28.50,53.70
1529,6/7/2024 3:14:00 AM,27.40,53.00,6/7/2024 3:27:00 AM,27.10,54.70,6/7/2024 3:25:00 AM,29.20,50.20,6/7/2024 3:03:00 AM,28.00,52.70
1530,6/7/2024 4:14:00 AM,27.90,35.40,6/7/2024 4:27:00 AM,27.30,37.60,6/7/2024 4:25:00 AM,29.20,33.80,6/7/2024 4:03:00 AM,28.00,42.50
1531,6/7/2024 5:14:00 AM,28.00,35.20,6/7/2024 5:27:00 AM,27.90,37.10,6/7/2024 5:25:00 AM,29.10,35.10,6/7/2024 5:03:00 AM,28.50,36.00
1532,6/7/2024 6:14:00 AM,29.70,32.50,6/7/2024 6:27:00 AM,29.80,31.70,6/7/2024 6:25:00 AM,29.70,32.90,6/7/2024 6:03:00 AM,29.20,32.20
1533,6/7/2024 7:14:00 AM,52.30,13.00,6/7/2024 7:27:00 AM,33.40,26.30,6/7/2024 7:25:00 AM,31.30,29.40,6/7/2024 7:03:00 AM,32.10,31.50
1534,6/7/2024 8:14:00 AM,64.80,8.80,6/7/2024 8:27:00 AM,35.10,33.20,6/7/2024 8:25:00 AM,34.00,34.30,6/7/2024 8:03:00 AM,35.20,25.00
1535,6/7/2024 9:14:00 AM,67.20,7.70,6/7/2024 9:27:00 AM,37.20,29.80,6/7/2024 9:25:00 AM,47.40,20.50,6/7/2024 9:03:00 AM,37.60,30.90
1536,6/7/2024 10:14:00 AM,66.90,7.40,6/7/2024 10:27:00 AM,39.50,24.60,6/7/2024 10:25:00 AM,56.30,14.00,6/7/2024 10:03:00 AM,39.10,29.70
